2.2.1,591188
@ShashiTharoor,865138
Sick,395230
SMILE,1112557
"female,",592110
"everyday,",1236927
Threw,896230
Here.,848722
Indeed.,1181529
Congrats!!!,638923
@InLuvwithJON,374108
@kristenstewart9,975513
Indeed!,1181534
canceled.,733792
her...,241975
WHY,601848
Wheres,607132
separated,1214383
@misterwallace,870443
@AimeeLady,1161414
G!,838779
"potatoes,",368769
person..,105414
Tip,6305
hiccups.,707678
aaawww,795832
TIRED.,723371
hurt,803213
#xboxE3,1096553
Boo.,310597
excellent,184291
Boo!,310599
primeval,591235
brain's,314092
Urgh!,233
Ñ‡Ñ‚Ð¾,833452
"lolz,",94804
B'day,274740
traffic!,1102748
$40,522180
everybody!!,1149744
divorced,5514
cheapest,733828
@daisyx,442964
tremendously,310608
leak.,896827
tnx,681670
Crows,607169
Luna,697306
"antibiotics,",1080107
Boys.,169622
peepz,674711
crushed.,163143
@LStacey,662891
deprivation,470833
"peas,",97845
scars,1249446
@RaiscaraAvalon,812547
"cause,",508847
Positive,907328
Swan,405844
@ArnaudJacobs,766011
@ButchtasticKyle,633606
Li,421635
cudnt,1189367
Lauren!,78975
pháº£i,575441
@TheMonkeyBoy,16122
ha!!,1139253
totaled,173854
Noo!,291883
kills.,257859
nutz,599388
agony,384826
colds,1130447
.....i,5558
@OfficialTila,1218676
hihihi,828412
Destiny,1298578
twitching,1065273
blessed.,263480
ent,1049396
@samueltwitt1,992896
HATER,327218
AF447,1293206
"loose,",1303811
badly,142171
fever,723443
description,184366
life....,1080961
aches,393344
@ionacosmetics,527798
lump,1282581
BLESS,723454
thankyou,495808
anytime!,596664
Hello!,70038
poked,814078
Acer,774862
@106andpark,933548
II.,395352
anytime.,877345
Contest:,395000
fair..,327103
chilled,1293225
grieving,563721
anymore,451586
@mariakitano,247316
Watchin',432296
looove,1192288
appreciate,89567
&quot;do,702594
hasta,47608
Fabulous,1054739
funniest,353030
Greetings,1133977
goodbye,263198
reflux,714216
@ColorblindFish,1319753
skyping,517222
clear!,1296465
infested,1060035
feedback,315975
wiffle,593335
@jtbritto,891336
tricked,26588
"cutie,",384887
sickly,814313
cutie.,384889
bling,598196
sulk,877402
rubbish.,147447
disease.,1197615
&quot;Hey,781263
cutie!,1066315
"ughhh,",731269
10yrs,106131
died.,189660
"died,",189662
died!,189665
Lame,1127446
cycled,733032
Drew,933606
SAD,416396
destroyed,755051
cantt,881097
scraped,928120
ewww.,1213522
closed!,697415
DAY!!!,1330516
@Bass_,1033795
chickened,94954
Burnt,1250687
rock!,1060073
"welcome,",389
heating,1097365
welcome.,391
GRRR,1056645
runny,233541
ruined.,1018053
basics,717946
@commonsense4,639117
MRI,189697
Demon,1010655
AMAZING!!!,1077705
tommarow,147151
saddened,928392
heyyyy,975710
Sad!,644440
DAMMIT,105596
cable,636092
cant!,881136
dying...,905470
"Sadly,",1300606
6.30am,178307
Sadly.,215917
ewwww,1213556
2moro.,1128677
Sad.,644447
awful!,310768
Hi!,337228
counts!,749805
spotless,1075809
doctor's,107618
debug,1160566
down....,379628
cancelled.,523314
Hate,517308
Check,687004
parody,561563
awful.,310776
ick.,856855
wentz,607343
woes,1311354
skint,770860
vet.,47709
"vet,",47710
@amazingphoebe,63416
rainin,273794
@jessstroup,258000
@loris_sl,734029
Friday...,960058
ReTweet,158094
hurts..,1099186
shame,116566
correction.,1346457
rs,1309241
restricted,749841
HAPPY!!!,676677
Hurt,1091759
hungry....,480047
'em!,305497
help!!!,687039
vh1,13088
@LJsBaby,105650
@smashadv,411320
smh,949574
bummer.,554385
independence,860112
tired!!!!,583178
#tehran,728810
hooray!,734057
SCARED,105660
threatened,1309271
@Rob_Hoffman,158129
sunning,828598
gahhh,1078163
Blessings,928466
vets,47764
ntn,660627
Iran,256805
working....,1170814
chlorine,844487
coooool,917966
dammit,1272064
Ugh,849664
half...,718350
fever?,459067
Hah!,42522
electrical,748025
dammit!,1262513
defective,430928
Embassy,374422
replacement.,1070262
ontd,189990
"fever,",55385
fever.,459078
@levarburton,738068
Hallo,1086491
@Dutchrudder,1044325
encouraging,353208
hamstring,1018176
Stuck,660668
DMed,63506
"cloudy,",1187186
Bliss,655250
Voted,1245513
Congratulations!,332029
Congratulations.,332031
"Congratulations,",332033
Excited,163411
bitten,1075919
Smiles,1208364
longboarding,242299
sweeeet,168670
SHOOT,690495
Fearless,710485
@macNC40,108608
Welcome!,828661
*cries*,881264
"scene,",723680
hay!,189842
compromise,76682
favor.,1225641
woe,1126430
bittersweet.,1322848
WOW!!,336900
toe,1195239
feedback.,58209
danish,297692
download!,735812
BBL,74057
Cute.,485426
worse,799347
stolen.,573121
belum,515807
No..,284376
leaking,944402
rejected,575730
@crusaderz4life,1277492
butchered,993200
@paula721,68819
kev,1022444
digg,910378
Ashley!,991711
EXPENSIVE,1177155
spayed,421948
&quot;It,469633
&quot;Is,469634
leg.,528077
LAME,306025
sad!!!,55833
@EmilyyBrowningg,886597
Sex,1293478
Shouts,1229742
pneumonia,231823
@Cult_of_Angels,216084
&quot;When,558446
deserving,1002344
ÐºÐ°Ðº,965451
Tyson's,870806
go???,536838
Sick!,381178
hiks,744717
@CarinaK,1288210
10min,949708
Wimbledon,922693
bronchitis,836936
portraits,933823
@michaelsheen,692382
Vampire,1280468
sleep...I,649955
ko..,130521
tuned.,807697
Designing,53054
tuned!,807699
wasent,466802
already....,992637
appreciated.,889564
"data,",74119
@youmeatsix,158259
tomorro,213891
hungry!!!,797261
appreciated!,823446
toe.,694555
now...just,660782
treat!,1304120
thundering,342694
NINJA,474901
Bowling,471693
yucky,100508
awake..,437978
conducive,1293527
unblock,723222
nose.,1273199
wrists,1213780
Artist,1102462
yayyyy!!!,226623
Unfortunatly,826635
TWEET,480227
looming,1203183
weak...,1069391
@McCainBlogette,1086622
talkin',713299
Bikini,1091961
AMAZING!,655374
"horrible,",1336043
horrible.,1336045
"AMAZING,",655379
WTF!,721511
@Trish1981,1320084
yuck!,100533
Dammit.,876155
@ponet,237162
"Dammit,",876157
Quality,446359
Dammit!,876160
devastating,142522
booo!,1141957
Ugh...I,762755
FEELS,1314837
@SashaKane,1061573
Karl,425040
Ironing,459241
Procrastinating,779248
scotch,687227
abouts,776347
@shandrab,369255
ticks,652146
Yummy,591676
inspire,628694
frustrating.,765875
frustrating!,765876
"sneezing,",928649
Twisted,729030
@martinamcbride,313116
"sofa,",941327
ulcer,928656
7.5,955072
SORRY,1270378
mad..,68371
chewed,226670
sunglasses...,602616
"ear,",432665
proximity,1175801
painfully,469744
feeel,818257
Photography,1018357
@artfanatic411,755381
desparate,125535
bliss,928676
Ughhh,522875
"tight,",1245730
*sighs*,704
#follow,570590
Yaaay!,1013074
colorful,1256285
g/f,1073442
Soooooooo,804050
glamorous,670040
blinking,205745
prob!,687288
REALY,142588
arghhh,634077
helping.,1215022
"matter,",35198
empty!,512209
empty.,512212
WHERE,1002486
reinstall,142596
@sethsimonds,433889
sadface,865655
McMahon,1171448
GONE!,1006185
"Ughh,",522915
Ughh.,436485
welcome...,1150272
Dropped,327030
"progress,",565287
"Weird,",258318
suggestions!,650121
identify,32567
bored!!!!,496257
ruins,1134396
bah,411624
tháº¥y,438101
nightmare!,1049893
@madonnamike,976046
miserably,1314929
kellan,708220
motherboard,943078
witout,538748
new!,268849
@James_Phelps,258330
rock!!,607675
Ñ‚Ð°Ð¼,618255
Ñ‚Ð°Ðº,1006354
@TferThomas,103356
Performance,79463
SUCK,121604
Hiya,1240463
tgk,1073636
bleh,105955
veronicas,713437
transformers!,946254
sorry...,953696
pedicure,913078
@whitsundays,718652
scrap,792185
festive,623601
Insomnia,184832
nooooo.,262098
pissed!,163656
Gnight,485909
@Wil_Anderson,644177
Gloomy,666261
sweet..,11332
Ideas,834337
name's,438141
greenday,1324220
lethargic,242556
cravings,241070
horrible...,11573
ome,11345
3OH!3,416826
toothbrush,586578
fugly,501669
iPhone!!!,295249
orthodontist,666286
wtf,232041
dedication,1176914
Here!,1267097
surfer,878278
YET.,580637
accident,401133
@pembteaco,15425
adapter,697863
Tennant,1113205
Blessed,595966
Nah.,932843
@ChrisRyanMusic,849563
Why??,21858
ALONE,1102651
contribution,581295
expense,1198103
Worship,496336
yaay,771281
"Sick,",1285541
beachh,697882
excited!,549485
"doubt,",337661
cemetery,240218
seizure,639568
awesomely,918336
@aaroncarter7,1042228
followers!!,721187
@vene2ia,634207
avatar.,1328539
Ahh...,731111
botherd,844867
noes,1272461
GUYS!,116507
Nuggets.,247875
evening!!,1272464
small...,664737
fecking,190187
@sonnyjoeflangan,253152
goooood,1232889
incompetent,697918
C4,1171598
heal.,871091
ugh...,512366
"follow,",753054
attacked,1102702
chipped,668281
@thecab,1331031
church!,332424
though.....,1123850
Torrential,152380
pitiful,671891
reg.,178101
gracias,1086868
biased.,311252
hilarious!,717182
#writechat,490316
Slide,579389
GoodNight,1172676
little?,703160
tip!,665643
dentist...,411768
neat,708368
unloading,56090
chick-fil-a,121744
Follow,37705
possess,919212
grrrrr.,944015
tour??,275779
dying.,310543
congratulation,718792
canoeing,921
prettty,586690
dumped,703178
ermm,1192897
meet?,687497
letdown,190237
@KatMcGraw,1008047
dizzy,512427
can't.,974604
lool.,981535
rain!!,724066
@KimSherrell,574447
trusted,274306
cooool,184985
damaged,211250
@RealJessicaAlba,537610
hurt!!,703196
FTW!,844963
@TheDailyBlonde,385498
forehead,268446
body...,184424
followfriday,713036
@JennetteMcCTeam,480559
thingo,907986
unfortunate,1198184
money..,1325790
electro,971054
uncharted,772927
Worlds,416974
nih,829068
@remzology,771417
"Alas,",682365
45mins,42220
paradise!,918470
@letter2twilight,544279
ruff,1105528
King!,1132662
Afternoon,96365
#TwitterTakeover,473449
Figuring,206375
MISSED,771437
canceled...,116620
thx,618469
Forrest,418881
thu,1007705
failing,11540
"alas,",613179
WOW!,631479
boxer,976345
cool!,1251783
incapable,1071168
alarms,818569
ROFL!,701571
camps,27241
panadol,369593
Bored!,348351
sucks...,150435
wahh,1118645
"Dougie,",1268386
Thank,42996
designer.,1018674
angry.,1144332
tmr.,623826
deleted.,981610
bruise,607917
unfair,750402
Mornin',1060711
Toy,567387
birmingham,380258
thanks,512516
Thanx,43010
cry....,6303
@OHMYDAYSitsHayz,1261926
band!,1304523
perfect!,650153
tweeples,58685
Happy,174367
bleh.,639751
Hills!,427746
Cheesecake,639553
@londicreations,200766
@MrTweet,834456
hae,648316
Philippines!,1293729
died?,189674
@krystynchong,206040
wright,1272638
"Steve,",422397
Gah,1251353
Steve!,422399
@nik_kee_dee,1140026
featured,994276
&quot;on,182454
mileys,505584
Kidding.,713697
Building,158694
"Hehe,",639773
Hehe.,639774
fracture,566504
ALL!,539049
jailbreak,498332
Hehe!,1010769
following.,25410
"quote,",322010
tweeple!,58725
opinion!,443790
arghh,627551
MASSIVE,597415
Finally!,427781
hooked.,671913
Finally.,427784
&quot;Love,255975
"Finally,",427786
6:00,1161222
"opinion,",443798
desire,127091
BAD!!!,913353
mani/pedi,69329
@ramielemalubay,523277
@TomFelton!,992234
Ð¼Ð½Ðµ,955461
Hilarious!,1044882
@kayte_girll,332609
mosquito,734671
ï¿½25,892343
overslept,327362
AT&amp;T,221849
any!,1198359
"missed,",1155884
honored,385634
watching!,965935
"pee,",90321
mate!,1135636
@Boddingtons,1177302
proudly,565656
bah!,406680
Tina,661274
re-install,295544
mommys,1224795
#hoppusday,796584
bord,1272714
Eww,343203
"bah,",406688
ick,1219465
congratulate,1219658
month....,1131143
"island,",284950
Jeez.,984285
Nobody,116736
Hv,755796
Awwh,1283405
uncomfortable.,449113
Hi,755802
honoured,829226
ppl..,876608
low...,955501
denied,976403
cancelled!,523315
Salsa,892390
rocks!!,902964
Gerard,955446
LAPTOP,156936
@ScottBourne,337932
lonely...,1182448
GRRRR,1198397
web!,703397
Ew.,343226
"Ew,",497556
dental,274485
wait?,598446
disappeared,1071315
doesn't.,677325
YAY!!!!,501030
Grab,1102965
bury,708620
borked,724664
@PaperCakes,523339
something's,823237
twitterbugs,555087
?!?!,32702
flight...,1145798
WOOP,380393
dyin,380394
throat!,789845
shitty.,407171
@ruhanirabin,1081800
compliment,1142425
Kelly!,143023
compliment!,1046969
Shake,1034583
Fail,839903
nooooooo,713819
octopus,808245
Bleh,987494
MATH,1150684
talent!,1076539
sob,887166
dilemma,618666
froze,206163
lied,327449
hysterical!,724305
divorce.,5476
delighted,502577
intellectual,200908
"Rock,",612704
thankful,127212
cry.,1060881
worst!,369786
dayyy,1029964
AF,950299
fantastic.,1217693
binding,340382
cry!,1060891
due.,761196
wan,1315368
@babyjew,655931
weekend.....,491406
familiar.,960206
heheh,913473
shhhh,333317
ODST,312185
cancer.,913477
Claire's,1103021
Twitterworld,829295
transform,311542
tame,253460
splendid,607234
surgery.,687772
BRAND,1335454
sitter,888854
Cleveland.,201728
go?!,866110
sniffles,211517
Bonjour,734750
purposely,544505
Bread,439263
@kirsty1181,327489
Congratulations,1029445
hurt..,908230
teehee,343306
messages??,620178
suis,45849
talents,1120547
FRESH,851182
@AmericanWomannn,776886
deepest,891970
@itsLindsayLohan,598394
anniversary!,708705
"hehe,",913513
congratulations,683441
@LaChatNoir,316877
3:45,1283756
&lt;&gt;,158869
[:,523435
;-p,1313489
survive...,708715
ruined,1199369
lawd,381242
haiku,510242
winery,808318
Muah,502842
soldering,1013606
Damn,1206284
Lautner,132544
horrifying,771694
SUCKS!,662329
Poorly,787432
prayed,207152
medication,724383
anyways...,1134755
*tear*,902353
*tear,1108287
@BlokesLib,107251
soothe,1118908
thunk,95815
dry.,400533
@Matt_Tuck,966113
"model,",1224986
Damn.,1342174
away....,1235693
demi!,1348904
crutches,274627
realllllly,258830
Doh!,278410
boring!!,111695
tour!!,1310119
"ooooh,",824133
@Listersmate,1219647
np,290408
thing&quot;,1139883
vanished,976464
@DIBSDaily,731044
Woooo,824137
@tccrt3r,1252712
@saimin,1225016
cover?,496792
rehearsing,232529
UGH!,9085
shine.,1326135
"UGH,",555229
dies,539308
UGH.,555231
welcome,892573
pathetic.,687884
gone...,839491
unwell,315121
mail!,787482
ESC,1219669
brightens,1024256
scratchy,1050464
funerals,1009592
died,539319
"edit,",1007532
jacked,433291
http://twitpic.com/7fdyd,797990
#threadless,646058
Madness,127365
cheated,27541
Pacquiao,103240
blushing,116937
cry...,645383
antibiotics,186904
meow.,1262254
Wooo!,824171
chemo,1231757
Throat,116945
n2,290459
mmmmmmmm,1059039
Ack!,587095
@chrisbrogan,799515
someone..,714626
relieve,687919
ouch,290473
@NiaVardalos,116959
sorry..,682327
:?,571233
Prince.,90573
Prolly,41375
uo,1058283
@joshthomas87,6641
wonderful!,663435
"absolutely,",6643
vet,782268
suicide,243112
Wah.,313154
CONGRATS,1283672
Dam,144624
overdid,1203916
@StaciJShelton,95922
"coincidence,",127409
Mourning,999919
hurtin,1150890
losing.,422705
promoting,650721
cool!!!,153707
@lynnnein,597739
humm,703645
singing!,18692
suffered,391145
losing!,1303335
@aDeSe,149106
post!,787936
champagne,900022
remix,653353
Hatching,211444
8am.,532220
movie??,475615
Hm,755805
@FoxWhisperer,1156172
"RAM,",50222
winning!,1115353
@tararebeccah,672263
road...,607160
mourn,698422
#CGFT,592393
9-5,1218632
http://twitpic.com/6g55n,1024346
feeble,195950
soul!,666863
@aianna21,459935
@ahmednaguib,1055816
woot!,301177
fragile,841765
:@,571296
biker,1336776
hell!!!,370000
*waves*,987241
best?,354086
@rebeccashearing,1267717
Bah.,465168
dir,1256971
"Bah,",465170
cord,121962
spiritual,295862
accomplishment,1055831
Grr,981985
headache..,808505
pms,798089
sigh,211727
why?!,391188
CMA,1188101
Failed,359399
shithole,1081876
why??,391196
ARGH!,122259
helpless,124087
Rice,69695
@Change_for_Iran,111847
Morgen,201177
wat's,1175470
wtf?!,396414
Ð¸,539451
"stomach,",1326291
stomach.,1326292
badly.,806840
ANYWHERE,989209
Hurts,1156241
'hi,887472
dust.,1179864
transportation,1214587
Moon!,138054
migraine.,829555
Mm,338249
honour,507614
funeral,64441
shout-out,787655
@mayhemstudios,1098002
languages.,1061153
elbow,511742
@QueenSapphyre,892751
Sharing,7295
Europe!,1479
http://ustre.am/2wLS),1140455
@sky14kemea,1315653
Omgosh,148575
lip.,345887
Thankful,606238
"Shoot,",251612
passengers,803377
"Ireland,",889495
Sweet!,354164
stomache,1326326
@evliving,1166915
Lotus,927604
right?),976779
bruises,391248
Rajeev,28211
beautiful?,947440
beautiful!,608389
boring...,740332
bom,747716
@snedwan,947467
boo,348856
phew,629499
Ghosts,955867
cold...,152603
FATHERS,280051
nowhere,1333904
Bed!,486404
boooooooo,338304
luv.,38309
humour,59188
terribly.,43482
awesomeee,525086
=X,320338
moods.,824352
verge,222274
@BrittanyASnow,406726
97.,530656
swallowed,1092807
@lisasamples,37924
invited?,449991
@EllaPaigeBabe,314168
Grrr,834944
Obsessed,1061214
homesick,64506
perk,1172274
hungover.,698186
@yat4ever,1273084
retweeted,1040099
"ways,",560792
Girlfriends,248530
cutee,217018
insides,792912
Fell,513040
wonderfully,934729
Varsity,1214657
Byebye,159163
COURSE!,520873
Jen!,1209382
Worst,428735
NOOOOO!,239507
Died,597908
scratched,380791
UGH!!!,196098
sharing,497029
Cover,1040384
ballet.,311893
safely.,913810
afford,810941
altar,924291
Figures,325231
cashier,756248
stressing,908573
consoles,169724
money!!!,576743
@rehna_tu,523768
Best.,79906
scratches,380807
@AliBee16,597924
girl!!!!,766770
"Life,",1019248
hiiiii,675577
slogan,1219542
collision,350293
Sage,1225314
MMS,1209412
handle.,303450
Celebrating,1045718
ay?,729911
achieve,93920
@thebrandbuilder,787327
Miserable,898193
wrong?,61802
lovin',486491
Bummed,1193559
Awsome,1034984
ordeal,1032054
corrupted,206560
"dammit,",1262510
geeks,396576
RAID,108111
@pdurham,470600
"application,",274957
hayfever!,650944
BAD,656355
Regents,582034
Bummer,1193575
Props,650950
Rockin,994032
@fleurdeleigh,1248506
messages?,835020
dat!,190913
"snap,",866508
painkillers,396593
SAD!,1076970
lacks,343690
@TheRealNobody,96168
Missing,1262533
Fantastic!,399324
THX,209683
freezes,386153
vital,272413
Hahahaha.,566172
pins,201363
exhausted!!,545820
hihi,1326462
Why,304145
vodafone,438966
LOVING,571516
moms!,1262548
hmph,829708
mintues,346486
143,1254693
crashes,1313837
Chillen,782548
others...,296071
accessory,1172396
crashed,566184
heartbreaking,333137
dissapeared,373025
b-ball,835062
Normally,173800
Become,190955
suck,232870
screwed.,43618
late!!,1009153
fckn,290772
tlkin,253948
neck,645699
@tomfelton,1241350
waaah!,380910
sp,1225415
@tsarnick,465392
congrats!!,143494
EDGE,801201
swollen,1098186
snowed,1225428
#Tonys,1287043
heehee,201412
tonsilitis,771612
"twitterverse,",148313
repair,404070
twitterverse!,1257241
pissed.,163649
Belong,534390
"2nd,",375585
no!,766881
"ahah,",43660
rhyming,496681
lyric,138269
FML!,787867
imagine!,2049
FML.,787870
"Sigh,",87606
no1,766894
Missed,22170
dreading,693475
birthdayy,1337049
icky.,1201935
Jury,17521
thumb,740537
coursework,128342
reconnect,60713
inferior,1324194
sexiest,555628
dead.,1183024
WTF,1310928
long....,534427
troubled,85602
@cheth,845724
@herojaejoong,1206218
"Swift,",43696
caitlin,331389
lonely,227681
nod,766927
devastated,333214
noticed!,520699
FAIR!,510910
"coughing,",463233
shhh,929652
matched,359696
wont,112140
respectable,464928
@_CrC_,1119380
ttyl!,433719
didn,1183061
Loveee,312092
iMovie,766956
Deadline,1098268
@Wookiesgirl,138332
birthday!,1337106
@shelbilavender,566283
shit's,231319
capped,385726
@khali_blache,43743
tear*,54203
fired,280314
@guykawasaki,933533
hiccups,396747
ughh,1156552
&quot;Be,863469
cryed,602809
feeeel,1183092
Right!,688313
territory,240061
ew,1040346
tuned,1276344
yeay,131284
ouch.,338876
UGH,1199049
ughhhhh,1077147
Goodluck,154118
"Crap,",264601
Welcome,402071
sunburns,1161924
room...,619560
cancels,1326612
@depping,423140
dehydrated,629792
Shitty,1140765
Paintball,1057229
stupid,75534
accomplished.,161321
hacked,1262697
CHRIS,1096606
neat!,1119727
"ankle,",1276080
@serenetan,940321
calming,647912
sick!!,1234521
Dougie.,1268388
Farrah,370358
onward,430165
seventh,1246805
dokie,201999
@AlohaArleen,1192740
disaster!,169952
argh,640503
@rehabc,1178188
bust.,949302
eugh,1315983
alreay,1337160
cough,898424
horrendous,373151
happening.,407387
Videos,745935
checking.,527732
Battery,185838
Sigh,273614
coulda,1082482
sunburn.,1161971
yum,1284151
@TamboManJoe,1241519
yun,738255
David!,54282
virginity,1308556
yest,1087812
couldn't.,1014203
sunburn!,221085
earache,322780
sneezing,693632
anymore.,678021
ignored,840777
grrrrr,611622
ftw!,1220198
ATI,486769
won...,730168
suspended,476100
DOWN!,1230606
62.,407438
Harsh,646158
Benadryl,504860
spaz,931795
cheers!,688405
writes,1227165
stuck,1029434
@jawar,1082523
Elvis,1288804
fml,1225639
STUPID,1040455
tragic,640573
3D!,829951
deploy,727705
beans!,1070714
hurt.,175626
@erniehalter,639257
"PHP,",122695
thar,829960
x(,802498
Neck,704154
Coursework,305663
"blows,",235061
*sniffle*,1140855
back!!!!,115101
alas,651245
@shandreen,793256
Cinnamon,227854
recommendations.,1082555
appreciated,259438
now??,1257465
Definitely!,608791
exciting!!,1051049
unfortunately,566447
depressed,127946
stll,951000
typography,602393
dissed,788074
booted,814159
schooled,1072087
badger,483939
poisoning,610799
dissapointed,1305415
illness,1098463
sad,897497
Experiencing,1315644
nicee,1320357
R.I.P,772367
rained,149034
Hilarious,432899
â€“,497390
L.A,444653
Sick.,381186
course!!,929155
nott,64893
bailed,264768
sucks!!,59635
Funeral,924690
@deanomarr,28146
neck...,715631
infection.,813307
congratulations!,971984
damn.,465458
pimple,1014330
WOOOO,582395
Wont,170112
heehee.,198294
tally,1037186
pain,961617
act.,1025930
mmmm...,330971
ust,1089855
urgh,1072138
"taste,",22939
@djksly,798631
@minkus,107147
purty,1172717
canny,1193954
knee,897805
'real',624757
woooo,496574
Fail.,270071
radioactive,1108998
@janders223,196507
songs!,122530
@shanselman,180759
@Donnette,33529
@Jon_Favreau,402734
Celeste,809058
proud,354669
infections,1035353
tooth,1252289
crooked,444697
HELP!!!,635330
nuclear,1186100
killed.,1241680
mass.,803866
filing,1082660
alone.,1045137
bawling,987853
follow...,788162
horribly,1212591
tragically,852966
???????????,301774
mama's,1172135
mad!!,1024966
@freosan,1066293
WH,856357
instead...,1130314
Role,746128
Lovin',569520
unfortunately!,317082
unfortunately.,502882
Smile,540000
"unfortunately,",502884
ANNOYING,12589
@Pentenscribes,1326870
wuv,938850
@michaelmagical,561271
onli,640744
@sharonhayes,645520
Ugh...,1241710
drama?,1156835
@MrJackO,951129
@snufsnuf,164884
storms,96598
RIP,967088
shoulder,813342
Awards!,866945
Sucks.,1257608
actin,381291
germs,54498
hamish,441417
moldy,44106
3:30am,54013
Sucks!,1257611
loser:,977329
@RealZoltan,560848
space!,861652
Enjoy.,688180
Enjoy!,688182
'tis,851213
BNP,1045425
freezing,212355
Somethings,268434
cursing,1190319
cryin,977348
@MsJuicy313,687808
deets,186421
Remembering,1135731
@Dave_Annable,785697
resource,1148885
thanksss,1194043
hehehe!,358401
TTYL,1109091
fainted,587818
tear.,909115
:'(,164932
pains.,59774
"ouch,",338878
priest,212380
#followfriday,23050
WOOT,380390
hoped.,1114461
alone...,634586
worries,96363
@just_another_1,824946
neat.,1321280
"'em,",305509
ouch!,688383
yum!,678018
Thanks!!,333578
bites.,756786
(Please,217571
award.,1098647
singer!,667555
Sneezing,175627
bites!,756791
Solstice,1167522
#8,1135764
hurt?,175637
má»›i,835356
icky,818037
hurt...,619579
windshield,740957
cute!!!,133407
Brilliant!,107168
ain,1230075
lonley,550792
father's,667584
owie,656898
anymore?,678035
voted!,730440
motivation.,982664
dieing,1057376
yumm,112564
connection.,1326986
killing,201883
Ð½Ð°,425986
Damnit.,1252446
hurts,175678
tue,370751
"deck,",487086
way:,1263072
pricey.,62428
sucks!!!,138729
"enjoy,",1268458
Happy.,1194139
@lancearmstrong,609043
enjoy!,1268461
@cArtPhotography,138734
dedicate,1300457
cables,1004312
check!,877611
@officialcharice,1003888
disappointment,1045949
avail.,2143
5.30,1329635
torrential,793529
...i'm,1281735
sick..,1046116
affairs,506804
pox,735710
Yaaay,961825
3GS,122985
@Netra,788331
Really!,714802
@AwesomeFrank,856537
nooooo,444883
poo,735721
@kirstyrawrr,1061860
Woohoo,523304
@xamylouise,1199453
@ausi1,1059184
cancel,117779
extinct,54862
DIDNT,1098738
@alexderossi,407784
cramps,972210
Beauty,1093450
"dork,",825366
barry,1300391
3Gs,123005
Sit,316900
Urgh,1130491
hurty,175683
Dentist,344285
WORST,91422
NOLA,52661
Knee,207183
featuring,777820
Exciting,434212
630,1051336
what're,249189
@TYRESE4REAL,413012
relationships.,554499
robbed,460774
coughing,1332342
ass!!!,194331
Sucks,561874
@TalindaB,938019
fail.,545469
hahaha..,798861
@blueparrot2,840910
world!!!,1093476
Learn,982751
FAIL,1009310
@khanserai,1088821
badly..,852996
felling,783153
sniff,938020
4-0,619700
Ick.,772636
disconnected,877689
docs,298830
hahahahaha!,11818
worried,1141047
Ouch,444936
disappeared.,18053
#iranelection,783167
Wasting,78241
dorky,1263173
slippery,481861
pcd,1110042
cancelled,940788
@basseyworld,459354
slippers,767902
ein,217729
Dave!,1215965
internets,1311082
metric,44841
you`ll,112688
*sniff*,418280
sprained,1003979
Good!,312595
Gooooood,152733
alright!,534977
limping,339068
@Akelaa,107425
@Tinkabellastar,7535
@xbllygbsn,1098818
wtf!,492468
